PUB ID,Publication Year,Author List,Title,Journal,DOI,Url
PUB078,2021,"Mathewson, Karen J.; McGowan, Patrick O.; de Vega, Wilfred C.; Morrison, Katherine M.; Saigal, Saroj; Van Lieshout, Ryan J.; Schmidt, Louis A.",Cumulative risks predict epigenetic age in adult survivors of extremely low birth weight,Developmental Psychobiology,10.1002/dev.22222,https://onlinelibrary.wiley.com/doi/abs/10.1002/dev.22222
PUB079,2023,"Yu, Yan-Liang",Current Marital Status and Epigenetic Clocks Among Older Adults in the United States: Evidence From the Health and Retirement Study,Journal of Aging and Health,10.1177/08982643221104928,https://doi.org/10.1177/08982643221104928
PUB081,2021,"Popovic, Maja; Fiano, Valentina; Isaevska, Elena; Moccia, Chiara; Trevisan, Morena; Rusconi, Franca; Marco, Laura De; Polidoro, Silvia; Merletti, Franco; Pizzi, Costanza; Richiardi, Lorenzo","Determination of saliva epigenetic age in infancy, and its association with parental socio-economic characteristics and pregnancy outcomes",Journal of Developmental Origins of Health and Disease,10.1017/S2040174420000380,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
PUB082,2022,"Pavanello, Sofia; Campisi, Manuela; Rigotti, Paolo; Bello, Marianna Di; Nuzzolese, Erica; Neri, Flavia; Furian, Lucrezia",DNA Methylation - and Telomere - Based Biological Age Estimation as Markers of Biological Aging in Donors Kidneys,Frontiers in Medicine,10.3389/fmed.2022.832411,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8984253/
PUB083,2022,"Li, Jiahao; Shu, Anli; Sun, Yimin; Yang, Wanli; Tang, Xuelin; Pu, Hongjiang; Peng, Yun; Hu, Xiaowen; Qing, Ying; Wang, Jian; Wan, Chunling; Zhou, Mingcheng; Zhang, Ming",DNA methylation age acceleration is associated with age of onset in Chinese spinocerebellar ataxia type 3 patients,Neurobiology of Aging,10.1016/j.neurobiolaging.2022.02.002,https://www.sciencedirect.com/science/article/pii/S0197458022000239
PUB084,2021,"Liu, Tiantian; Wang, Jiansheng; Xiu, Yuchen; Wu, Yujiao; Xu, Dawei",DNA Methylation Age Drift Is Associated with Poor Outcomes and De-Differentiation in Papillary and Follicular Thyroid Carcinomas,Cancers,10.3390/cancers13194827,https://www.mdpi.com/2072-6694/13/19/4827
PUB085,2021,"Chung, Mei; Ruan, Mengyuan; Zhao, Naisi; Koestler, Devin C.; De Vivo, Immaculata; Kelsey, Karl T.; Michaud, Dominique S.",DNA methylation ageing clocks and pancreatic cancer risk: pooled analysis of three prospective nested case-control studies,Epigenetics,10.1080/15592294.2020.1861401,https://doi.org/10.1080/15592294.2020.1861401
PUB086,2021,"Gindin, Yevgeniy; Gaggar, Anuj; Lok, Anna S; Janssen, Harry L A; Ferrari, Carlo; Subramanian, G Mani; Jiang, Zhaoshi; Masur, Henry; Emmanuel, Benjamin; Poonia, Bhawna; Kottilil, Shyam","DNA Methylation and Immune Cell Markers Demonstrate Evidence of Accelerated Aging in Patients with Chronic Hepatitis B Virus or Hepatitis C Virus, with or without Human Immunodeficienct Virus Co-infection",Clinical Infectious Diseases,10.1093/cid/ciaa1371,https://doi.org/10.1093/cid/ciaa1371
PUB087,2021,"Barcelona, Veronica; Montalvo-Ortiz, Janitza L.; Wright, Michelle L.; Nagamatsu, Sheila T.; Dreisbach, Caitlin; Crusto, Cindy A.; Sun, Yan V.; Taylor, Jacquelyn Y.",DNA methylation changes in African American women with a history of preterm birth from the InterGEN study,BMC Genomic Data,10.1186/s12863-021-00988-x,https://doi.org/10.1186/s12863-021-00988-x
PUB088,2021,"Kim, Kyeezu; Joyce, Brian T.; Zheng, Yinan; Schreiner, Pamela J.; Jacobs, David R., Jr.; Catov, Janet M.; Shikany, James M.; Carnethon, Mercedes R.; Greenland, Philip; Van Horn, Linda V.; Allen, Norrina B.; Lloyd-Jones, Donald M.; Gunderson, Erica P.; Hou, Lifang",DNA Methylation GrimAge and Incident Diabetes: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,Diabetes,10.2337/db20-1167,https://doi.org/10.2337/db20-1167
PUB090,2022,"Euclydes, Verìnica L. V.; Gastaldi, Vinicius D.; Feltrin, Arthur S.; Hoffman, Daniel J.; Gouveia, Gisele; Cogo, Hugo; Felipe-Silva, Alo°sio; Vieira, Rossana P.; Miguel, Eur°pedes C.; Polanczyk, Guilherme V.; Chiesa, Anna; Fracolli, Lislaine; Matijasevich, Alicia; Ferraro, Alexandre; Argeu, Adriana; Maschietto, Mariana; Brentani, Helena P.",DNA methylation mediates a randomized controlled trial home-visiting intervention during pregnancy and the Bayley infant's cognitive scores at 12 months of age,Journal of Developmental Origins of Health and Disease,10.1017/S2040174421000738,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/dna-methylation-mediates-a-randomized-controlled-trial-homevisiting-intervention-during-pregnancy-and-the-bayley-infants-cognitive-scores-at-12-months-of-age/D8A72A2064E515D61D8C9323BAE8AE12
PUB091,2021,"Hannon, Eilis; Dempster, Emma L; Mansell, Georgina; Burrage, Joe; Bass, Nick; Bohlken, Marc M; Corvin, Aiden; Curtis, Charles J; Dempster, David; Di Forti, Marta; Dinan, Timothy G; Donohoe, Gary; Gaughran, Fiona; Gill, Michael; Gillespie, Amy; Gunasinghe, Cerisse; Hulshoff, Hilleke E; Hultman, Christina M; Johansson, Viktoria; Kahn, RenÇ S; Kaprio, Jaakko; Kenis, Gunter; Kowalec, Kaarina; MacCabe, James; McDonald, Colm; McQuillin, Andrew; Morris, Derek W; Murphy, Kieran C; Mustard, Colette J; Nenadic, Igor; O'Donovan, Michael C; Quattrone, Diego; Richards, Alexander L; Rutten, Bart PF; St Clair, David; Therman, Sebastian; Toulopoulou, Timothea; Van Os, Jim; Waddington, John L; Wellcome Trust Case Control Consortium (WTCCC); CRESTAR consortium; Sullivan, Patrick; Vassos, Evangelos; Breen, Gerome; Collier, David Andrew; Murray, Robin M; Schalkwyk, Leonard S; Mill, Jonathan",DNA methylation meta-analysis reveals cellular alterations in psychosis and markers of treatment-resistant schizophrenia,eLife,10.7554/eLife.58430,https://doi.org/10.7554/eLife.58430
PUB092,2021,"Kachroo, Priyadarshini; Morrow, Jarrett D.; Vyhlidal, Carrie A.; Gaedigk, Roger; Silverman, Edwin K.; Weiss, Scott T.; Tantisira, Kelan G.; DeMeo, Dawn L.",DNA methylation perturbations may link altered development and aging in the lung,Aging (Albany NY),10.18632/aging.202544,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
PUB094,2022,"Awamleh, Zain; Chater-Diehl, Eric; Choufani, Sanaa; Wei, Elizabeth; Kianmahd, Rebecca R.; Yu, Anna; Chad, Lauren; Costain, Gregory; Tan, Wen-Hann; Scherer, Stephen W.; Arboleda, Valerie A.; Russell, Bianca E.; Weksberg, Rosanna",DNA methylation signature associated with Bohring-Opitz syndrome: a new tool for functional classification of variants in ASXL genes,European Journal of Human Genetics,10.1038/s41431-022-01083-0,https://www.nature.com/articles/s41431-022-01083-0
PUB095,2021,"Joo, Jihoon E.; Clendenning, Mark; Wong, Ee Ming; Rosty, Christophe; Mahmood, Khalid; Georgeson, Peter; Winship, Ingrid M.; Preston, Susan G.; Win, Aung Ko; DuguÇ, Pierre-Antoine; Jayasekara, Harindra; English, Dallas; Macrae, Finlay A.; Hopper, John L.; Jenkins, Mark A.; Milne, Roger L.; Giles, Graham G.; Southey, Melissa C.; Buchanan, Daniel D.",DNA Methylation Signatures and the Contribution of Age-Associated Methylomic Drift to Carcinogenesis in Early-Onset Colorectal Cancer,Cancers,10.3390/cancers13112589,https://www.mdpi.com/2072-6694/13/11/2589
PUB096,2022,"Bejaoui, Yosra; Razzaq, Aleem; Yousri, Noha A.; Oshima, Junko; Megarbane, Andre; Qannan, Abeer; Potabattula, Ramya; Alam, Tanvir; Martin, George M.; Horn, Henning F.; Haaf, Thomas; Horvath, Steve; El Hajj, Nady",DNA methylation signatures in Blood DNA of Hutchinson-Gilford Progeria syndrome,Aging Cell,10.1111/acel.13555,https://onlinelibrary.wiley.com/doi/abs/10.1111/acel.13555
PUB097,2022,"Bady, Pierre; Marosi, Christine; Weller, Michael; Grõnberg, Bjõrn H.; Schultz, Henrik; Taphoorn, Martin J. B.; Gijtenbeek, Johanna M. M.; van den Bent, Martin J.; von Deimling, Andreas; Stupp, Roger; Malmstrîm, Annika; Hegi, Monika E.",DNA methylation-based age acceleration observed in IDH wild-type glioblastoma is associated with better outcome-including in elderly patients,Acta Neuropathologica Communications,10.1186/s40478-022-01344-5,https://doi.org/10.1186/s40478-022-01344-5
PUB098,2021,"Campisi, Manuela; Liviero, Filippo; Maestrelli, Piero; Guarnieri, Gabriella; Pavanello, Sofia",DNA Methylation-Based Age Prediction and Telomere Length Reveal an Accelerated Aging in Induced Sputum Cells Compared to Blood Leukocytes: A Pilot Study in COPD Patients,Frontiers in Medicine,10.3389/fmed.2021.690312,https://www.frontiersin.org/articles/10.3389/fmed.2021.690312
PUB099,2021,"Wang, Cuicui; Ni, Wenli; Yao, Yueli; Just, Allan; Heiss, Jonathan; Wei, Yaguang; Gao, Xu; Coull, Brent A.; Kosheleva, Anna; Baccarelli, Andrea A.; Peters, Annette; Schwartz, Joel D.","DNA methylation-based biomarkers of age acceleration and all-cause death, myocardial infarction, stroke, and cancer in two cohorts: The NAS, and KORA F4",eBioMedicine,10.1016/j.ebiom.2020.103151,https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(20)30527-2/fulltext
PUB100,2021,"Fiorito, Giovanni; Caini, Saverio; Palli, Domenico; Bendinelli, Benedetta; Saieva, Calogero; Ermini, Ilaria; Valentini, Virginia; Assedi, Melania; Rizzolo, Piera; Ambrogetti, Daniela; Ottini, Laura; Masala, Giovanna",DNA methylation-based biomarkers of aging were slowed down in a two-year diet and physical activity intervention trial: the DAMA study,Aging Cell,10.1111/acel.13439,https://onlinelibrary.wiley.com/doi/abs/10.1111/acel.13439
PUB102,2021,"McErlean, Peter; Bell, Christopher G.; Hewitt, Richard J.; Busharat, Zabreen; Ogger, Patricia P.; Ghai, Poonam; Albers, Gesa J.; Calamita, Emily; Kingston, Shaun; Molyneaux, Philip L.; Beck, Stephan; Lloyd, Clare M.; Maher, Toby M.; Byrne, Adam J.",DNA Methylome Alterations Are Associated with Airway Macrophage Differentiation and Phenotype during Lung Fibrosis,American Journal of Respiratory and Critical Care Medicine,10.1164/rccm.202101-0004OC,https://www.atsjournals.org/doi/full/10.1164/rccm.202101-0004OC
PUB103,2021,"PÇrez, Ra£l F.; Fernandez-Morera, Juan Luis; Romano-Garcia, Judit; Menendez-Torre, Edelmiro; Delgado-Alvarez, Elias; Fraga, Mario F.; Fernandez, Agustin F.",DNA Methylomes and Epigenetic Age Acceleration Associations with Poor Metabolic Control in T1D,Biomedicines,10.3390/biomedicines9010013,https://www.mdpi.com/2227-9059/9/1/13
PUB104,2021,"Mat°as-Garc°a, Pamela R.; Ward-Caviness, Cavin K.; Raffield, Laura M.; Gao, Xu; Zhang, Yan; Wilson, Rory; GÖo, X?n; Nano, Jana; Bostom, Andrew; Colicino, Elena; Correa, Adolfo; Coull, Brent; Eaton, Charles; Hou, Lifang; Just, Allan C.; Kunze, Sonja; Lange, Leslie; Lange, Ethan; Lin, Xihong; Liu, Simin; Nwanaji-Enwerem, Jamaji C.; Reiner, Alex; Shen, Jincheng; Schîttker, Ben; Vokonas, Pantel; Zheng, Yinan; Young, Bessie; Schwartz, Joel; Horvath, Steve; Lu, Ake; Whitsel, Eric A.; Koenig, Wolfgang; Adamski, Jerzy; Winkelmann, Juliane; Brenner, Hermann; Baccarelli, Andrea A.; Gieger, Christian; Peters, Annette; Franceschini, Nora; Waldenberger, Melanie",DNAm-based signatures of accelerated aging and mortality in blood are associated with low renal function,Clinical Epigenetics,10.1186/s13148-021-01082-w,https://doi.org/10.1186/s13148-021-01082-w
PUB105,2023,"McGreevy, Kristen M.; Radak, Zsolt; Torma, Ferenc; Jokai, Matyas; Lu, Ake T.; Belsky, Daniel W.; Binder, Alexandra; Marioni, Riccardo E.; Ferrucci, Luigi; Po?piech, Ewelina; Branicki, Wojciech; Ossowski, Andrzej; Sitek, Aneta; Sp&#xF3, Magdalena; lnicka; Raffield, Laura M.; Reiner, Alex P.; Cox, Simon; Kobor, Michael; Corcoran, David L.; Horvath, Steve",DNAmFitAge: biological age indicator incorporating physical fitness,Aging,10.18632/aging.204538,https://www.aging-us.com/article/204538
PUB106,2022,"KankaanpÑÑ, Anna; Tolvanen, Asko; Saikkonen, Pirkko; Heikkinen, Aino; Laakkonen, Eija K; Kaprio, Jaakko; Ollikainen, Miina; SillanpÑÑ, Elina",Do Epigenetic Clocks Provide Explanations for Sex Differences in Life Span? A Cross-Sectional Twin Study,The Journals of Gerontology: Series A,10.1093/gerona/glab337,https://doi.org/10.1093/gerona/glab337
PUB107,2021,"Fîhr, Tiina; Waller, Katja; Viljanen, Anne; Sanchez, Riikka; Ollikainen, Miina; Rantanen, Taina; Kaprio, Jaakko; SillanpÑÑ, Elina",Does the epigenetic clock GrimAge predict mortality independent of genetic influences: an 18ˇyear follow-up study in older female twin pairs,Clinical Epigenetics,10.1186/s13148-021-01112-7,https://doi.org/10.1186/s13148-021-01112-7
PUB108,2022,"Belsky, Daniel W; Caspi, Avshalom; Corcoran, David L; Sugden, Karen; Poulton, Richie; Arseneault, Louise; Baccarelli, Andrea; Chamarti, Kartik; Gao, Xu; Hannon, Eilis; Harrington, Hona Lee; Houts, Renate; Kothari, Meeraj; Kwon, Dayoon; Mill, Jonathan; Schwartz, Joel; Vokonas, Pantel; Wang, Cuicui; Williams, Benjamin S; Moffitt, Terrie E","DunedinPACE, a DNA methylation biomarker of the pace of aging",eLife,10.7554/eLife.73420,https://doi.org/10.7554/eLife.73420
PUB109,2022,"Zaina, Silvio; Esteller, Manel; Gonáalves, Isabel; Lund, Gertrud",Dynamic epigenetic age mosaicism in the human atherosclerotic artery,PLOS ONE,10.1371/journal.pone.0269501,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0269501
PUB110,2022,"Berglund, Anders; Matta, Jaime; Encarnaci¢n-Medina, Jarline; Ortiz-SanchÇz, Carmen; Dutil, Julie; Linares, Raymond; Marcial, Joshua; Abreu-Takemura, Caren; Moreno, Natasha; Putney, Ryan; Chakrabarti, Ratna; Lin, Hui-Yi; Yamoah, Kosj; Osterman, Carlos Diaz; Wang, Liang; Dhillon, Jasreman; Kim, Youngchul; Kim, Seung Joon; Ruiz-Deya, Gilberto; Park, Jong Y.",Dysregulation of DNA Methylation and Epigenetic Clocks in Prostate Cancer among Puerto Rican Men,Biomolecules,10.3390/biom12010002,https://www.mdpi.com/2218-273X/12/1/2
PUB112,2022,"McCrory, Cathal; Fiorito, Giovanni; O'Halloran, Aisling M; Polidoro, Silvia; Vineis, Paolo; Kenny, Rose Anne",Early life adversity and age acceleration at mid-life and older ages indexed using the next-generation GrimAge and Pace of Aging epigenetic clocks,Psychoneuroendocrinology,10.1016/j.psyneuen.2021.105643,https://www.sciencedirect.com/science/article/pii/S0306453021005175
PUB113,2021,"Hamlat, Elissa J.; Prather, Aric A.; Horvath, Steve; Belsky, Jay; Epel, Elissa S.","Early life adversity, pubertal timing, and epigenetic age acceleration in adulthood",Developmental Psychobiology,10.1002/dev.22085,https://onlinelibrary.wiley.com/doi/abs/10.1002/dev.22085
PUB116,2021,"Monasso, Giulietta S.; Jaddoe, Vincent W. V.; KÅpers, Leanne K.; Felix, Janine F.",Epigenetic age acceleration and cardiovascular outcomes in school-age children: The Generation R Study,Clinical Epigenetics,10.1186/s13148-021-01193-4,https://doi.org/10.1186/s13148-021-01193-4
PUB117,2022,"Seligman, Benjamin J; Berry, Sarah D; Lipsitz, Lewis A; Travison, Thomas G; Kiel, Douglas P",Epigenetic Age Acceleration and Change in Frailty in MOBILIZE Boston,The Journals of Gerontology: Series A,10.1093/gerona/glac019,https://doi.org/10.1093/gerona/glac019
PUB118,2021,"Qin, Na; Li, Zhenghong; Song, Nan; Wilson, Carmen L; Easton, John; Mulder, Heather; Plyler, Emily; Neale, Geoffrey; Walker, Emily; Zhou, Xin; Pan, Haitao; Hudson, Melissa M; Yasui, Yutaka; Robison, Leslie L; Zhang, Jinghui; Ness, Kirsten K; Wang, Zhaoming",Epigenetic Age Acceleration and Chronic Health Conditions Among Adult Survivors of Childhood Cancer,JNCI: Journal of the National Cancer Institute,10.1093/jnci/djaa147,https://doi.org/10.1093/jnci/djaa147
PUB120,2021,"Vaccarino, Viola; Huang, Minxuan; Wang, Zeyuan; Hui, Qin; Shah, Amit J; Goldberg, Jack; Smith, Nicholas; Kaseer, Belal; Murrah, Nancy; Levantsevych, Oleksiy M; Shallenberger, Lucy; Driggers, Emily; Bremner, J Douglas; Sun, Yan V",Epigenetic Age Acceleration and Cognitive Decline: A Twin Study,The Journals of Gerontology: Series A,10.1093/gerona/glab047,https://doi.org/10.1093/gerona/glab047
PUB121,2021,"Kuo, Pei-Lun; Moore, Ann Zenobia; Lin, Frank R.; Ferrucci, Luigi",Epigenetic Age Acceleration and Hearing: Observations From the Baltimore Longitudinal Study of Aging,Frontiers in Aging Neuroscience,10.3389/fnagi.2021.790926,https://www.frontiersin.org/articles/10.3389/fnagi.2021.790926
PUB122,2022,"Shenk, Chad E.; O'Donnell, Kieran J.; Pokhvisneva, Irina; Kobor, Michael S.; Meaney, Michael J.; Bensman, Heather E.; Allen, Elizabeth K.; Olson, Anneke E.",Epigenetic Age Acceleration and Risk for Posttraumatic Stress Disorder following Exposure to Substantiated Child Maltreatment,Journal of Clinical Child & Adolescent Psychology,10.1080/15374416.2020.1864738,https://doi.org/10.1080/15374416.2020.1864738
PUB123,2021,"Esteban-Cantos, AndrÇs; Rodr°guez-Centeno, Javier; Barruz, Pilar; Alejos, BelÇn; Saiz-Medrano, Gabriel; Nevado, Juli†n; Martin, Artur; Gay†, Francisco; Miguel, Rosa De; Bernardino, Jose I.; Montejano, Roc°o; Mena-Garay, Beatriz; Cadi§anos, Julen; Florence, Eric; Mulcahy, Fiona; Banhegyi, Denes; Antinori, Andrea; Pozniak, Anton; Wallet, CÇdrick; Raffi, Franáois; RodÇs, Berta; Arribas, Jose R.",Epigenetic age acceleration changes 2 years after antiretroviral therapy initiation in adults with HIV: a substudy of the NEAT001/ANRS143 randomised trial,The Lancet HIV,10.1016/S2352-3018(21)00006-0,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(21)00006-0/fulltext
PUB124,2021,"Chilunga, Felix P.; Henneman, Peter; Elliott, Hannah R.; CronjÇ, H. ToinÇt; Walia, Gagandeep K.; Meeks, Karlijn A. C.; Requena-Mendez, Ana; Venema, Andrea; Bahendeka, Silver; Danquah, Ina; Adeyemo, Adebowale; Klipstein-Grobusch, Kerstin; Pieters, Marlien; Mannens, Marcels M. A. M.; Agyemang, Charles",Epigenetic-age acceleration in the emerging burden of cardiometabolic diseases among migrant and non-migrant African populations: a population-based cross-sectional RODAM substudy,The Lancet Healthy Longevity,10.1016/S2666-7568(21)00087-8,https://www.thelancet.com/journals/lanhl/article/PIIS2666-7568(21)00087-8/fulltext
PUB125,2021,"Ammous, Farah; Zhao, Wei; Ratliff, Scott M.; Mosley, Thomas H.; Bielak, Lawrence F.; Zhou, Xiang; Peyser, Patricia A.; Kardia, Sharon L. R.; Smith, Jennifer A.",Epigenetic age acceleration is associated with cardiometabolic risk factors and clinical cardiovascular disease risk scores in African Americans,Clinical Epigenetics,10.1186/s13148-021-01035-3,https://doi.org/10.1186/s13148-021-01035-3
PUB126,2021,"Saptarshi, Neil; Green, Daniel; Cree, Angela; Lotery, Andrew; Paraoan, Luminita; Porter, Louise F.",Epigenetic Age Acceleration Is Not Associated with Age-Related Macular Degeneration,International Journal of Molecular Sciences,10.3390/ijms222413457,https://www.mdpi.com/1422-0067/22/24/13457
PUB128,2021,"Hong, Chunhong; Yang, Shaohua; Wang, Qiaojin; Zhang, Shiqiang; Wu, Wenhui; Chen, Jinyao; Zhong, Danhui; Li, Mingzhe; Li, Liang; Li, Jianfeng; Yu, Hong; Chen, Hong; Zeng, Qianlin; Zhang, Changhua","Epigenetic Age Acceleration of Stomach Adenocarcinoma Associated With Tumor Stemness Features, Immunoactivation, and Favorable Prognosis",Frontiers in Genetics,10.3389/fgene.2021.563051,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2021.563051
PUB129,2021,"Wu, Xiaohui; Ye, Junping;; Wang, Zhongju; Zhao, Cunyou",Epigenetic Age Acceleration Was Delayed in Schizophrenia,Schizophrenia Bulletin,10.1093/schbul/sbaa164,https://doi.org/10.1093/schbul/sbaa164
PUB130,2021,"Xiao, Canhua; Beitler, Jonathan J.; Peng, Gang; Levine, Morgan E.; Conneely, Karen N.; Zhao, Hongyu; Felger, Jennifer C.; Wommack, Evanthia C.; Chico, Cynthia E.; Jeon, Sangchoon; Higgins, Kristin A.; Shin, Dong M.; Saba, Nabil F.; Burtness, Barbara A.; Bruner, Deborah W.; Miller, Andrew H.","Epigenetic age acceleration, fatigue, and inflammation in patients undergoing radiation therapy for head and neck cancer: A longitudinal study",Cancer,10.1002/cncr.33641,https://onlinelibrary.wiley.com/doi/abs/10.1002/cncr.33641
PUB131,2021,"Roberts, Jason D.; Vittinghoff, Eric; Lu, Ake T.; Alonso, Alvaro; Wang, Biqi; Sitlani, Colleen M.; Mohammadi-Shemirani, Pedrum; Fornage, Myriam; Kornej, Jelena; Brody, Jennifer A.; Arking, Dan E.; Lin, Honghuang; Heckbert, Susan R.; Prokic, Ivana; Ghanbari, Mohsen; Skanes, Allan C.; Bartz, Traci M.; Perez, Marco V.; Taylor, Kent D.; Lubitz, Steven A.; Ellinor, Patrick T.; Lunetta, Kathryn L.; Pankow, James S.; ParÇ, Guillaume; Sotoodehnia, Nona; Benjamin, Emelia J.; Horvath, Steve; Marcus, Gregory M.",Epigenetic Age and the Risk of Incident Atrial Fibrillation,Circulation,10.1161/CIRCULATIONAHA.121.056456,https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.121.056456
PUB132,2021,"Clausing, Elizabeth S; Binder, Alexandra M; Non, Amy L",Epigenetic age associates with psychosocial stress and resilience in children of Latinx immigrants,Epigenomics,10.2217/epi-2019-0343,https://www.futuremedicine.com/doi/abs/10.2217/epi-2019-0343
PUB133,2021,"SHIAU, Stephanie; CANTOS, Anyelina; RAMON, Christian Vivar; SHEN, Yanhan; SHAH, Jayesh; JANG, Grace; BACCARELLI, Andrea A.; ARPADI, Stephen M.; YIN, Michael T",Epigenetic age in young African American adults with perinatally-acquired HIV,Journal of acquired immune deficiency syndromes (1999),10.1097/QAI.0000000000002687,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217147/
PUB134,2021,"Ori, Anil P. S.; Loohuis, Loes M. Olde; Guintivano, Jerry; Hannon, Eilis; Dempster, Emma; Clair, David St; Bass, Nick J.; McQuillin, Andrew; Mill, Jonathan; Sullivan, Patrick F.; Kahn, Rene S.; Horvath, Steve; Ophoff, Roel A.",Epigenetic age is accelerated in schizophrenia with age- and sex-specific effects and associated with polygenic disease risk,,10.1101/727859,https://www.biorxiv.org/content/10.1101/727859v2
PUB135,2021,"Verschoor, Chris P.; Lin, David T. S.; Kobor, Michael S.; Mian, Oxana; Ma, Jinhui; Pare, Guillaume; Ybazeta, Gustavo",Epigenetic age is associated with baseline and 3-year change in frailty in the Canadian Longitudinal Study on Aging,Clinical Epigenetics,10.1186/s13148-021-01150-1,https://doi.org/10.1186/s13148-021-01150-1
PUB136,2021,"Alsaggaf, Rotana; Katta, Shilpa; Wang, Tao; Hicks, Belynda D.; Zhu, Bin; Spellman, Stephen R.; Lee, Stephanie J.; Horvath, Steve; Gadalla, Shahinaz M.",Epigenetic Aging and Hematopoietic Cell Transplantation in Patients With Severe Aplastic Anemia,Transplantation and Cellular Therapy,10.1016/j.jtct.2021.01.013,https://www.sciencedirect.com/science/article/pii/S2666636721000130
PUB138,2022,"Vetter, Valentin Max; Drewelies, Johanna; Sommerer, Yasmine; Kalies, Christian Humberto; Regitz-Zagrosek, Vera; Bertram, Lars; Gerstorf, Denis; Demuth, Ilja",Epigenetic aging and perceived psychological stress in old age,Translational Psychiatry,10.1038/s41398-022-02181-9,https://www.nature.com/articles/s41398-022-02181-9
PUB139,2022,"van der Laan, Lars; Cardenas, Andres; Vermeulen, Roel; Fadadu, Raj P.; Hubbard, Alan E.; Phillips, Rachael V.; Zhang, Luoping; Breeze, Charles; Hu, Wei; Wen, Cuiju; Huang, Yongshun; Tang, Xiaojiang; Smith, Martyn T.; Rothman, Nathaniel; Lan, Qing","Epigenetic aging biomarkers and occupational exposure to benzene, trichloroethylene and formaldehyde",Environment International,10.1016/j.envint.2021.106871,https://www.sciencedirect.com/science/article/pii/S0160412021004967
PUB140,2021,"Shiau, Stephanie; Arpadi, Stephen M; Shen, Yanhan; Cantos, Anyelina; Ramon, Christian Vivar; Shah, Jayesh; Jang, Grace; Manly, Jennifer J; Brickman, Adam M; Baccarelli, Andrea A; Yin, Michael T",Epigenetic Aging Biomarkers Associated With Cognitive Impairment in Older African American Adults With Human Immunodeficiency Virus (HIV),Clinical Infectious Diseases,10.1093/cid/ciab563,https://doi.org/10.1093/cid/ciab563
PUB141,2022,"Okazaki, Satoshi; Kimura, Ryo; Otsuka, Ikuo; Tomiwa, Kiyotaka; Funabiki, Yasuko; Hagiwara, Masatoshi; Murai, Toshiya; Hishimoto, Akitoyo",Epigenetic aging in Williams syndrome,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13613,https://onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.13613
PUB142,2021,"Suvakov, Sonja; Ghamrawi, Ranine; Cubro, Hajrunisa; Tu, Haitao; White, Wendy M.; Tobah, Yvonne S. Butler; Milic, Natasa M.; Grande, Joseph P.; Cunningham, Julie M.; Chebib, Fouad T.; Prata, Larissa G. P. Langhi; Zhu, Yi; Tchkonia, Tamara; Kirkland, James L.; Nath, Karl A.; Milosavljevic, Aleksandar; Garovic, Vesna D.",Epigenetic and senescence markers indicate an accelerated ageing-like state in women with preeclamptic pregnancies,eBioMedicine,10.1016/j.ebiom.2021.103536,https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(21)00329-7/fulltext
PUB143,2022,"Beynon, Rhona A.; Ingle, Suzanne M.; Langdon, Ryan; May, Margaret; Ness, Andy; Martin, Richard M.; Suderman, Matthew; Ingarfield, Kate; Marioni, Riccardo E.; McCartney, Daniel L.; Waterboer, Tim; Pawlita, Michael; Relton, Caroline; Smith, George Davey; Richmond, Rebecca C.",Epigenetic biomarkers of ageing are predictive of mortality risk in a longitudinal clinical cohort of individuals diagnosed with oropharyngeal cancer,Clinical Epigenetics,10.1186/s13148-021-01220-4,https://doi.org/10.1186/s13148-021-01220-4
PUB144,2022,"Tang, Xuelin; Gonzalez-Latapi, Paulina; Marras, Connie; Visanji, Naomi P.; Yang, Wanli; Sato, Christine; Lang, Anthony E.; Rogaeva, Ekaterina; Zhang, Ming",Epigenetic Clock Acceleration Is Linked to Age at Onset of Parkinson's Disease,Movement Disorders,10.1002/mds.29157,https://onlinelibrary.wiley.com/doi/abs/10.1002/mds.29157
PUB145,2022,"Okazaki, Satoshi; Kimura, Ryo; Otsuka, Ikuo; Funabiki, Yasuko; Murai, Toshiya; Hishimoto, Akitoyo",Epigenetic clock analysis and increased plasminogen activator inhibitor-1 in high-functioning autism spectrum disorder,PLOS ONE,10.1371/journal.pone.0263478,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0263478
