Factor_category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Factor_more_refined,Factor_refined,Clock_C,N total,Tissue_category,Race_Ethnicity,Sex,Twin_study,Cohort_C,Link
Characteristics_at_birth,,,,Birth weight,Birth weight,Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Birth weight,Birth weight,Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Gestational age at birth,Gestational age at birth,Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Gestational age at birth,Gestational age at birth,Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Size for gestational age,Size for gestational age,Horvath,117,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Size for gestational age,Size for gestational age,Horvath,117,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Size for gestational age,Size for gestational age,Horvath,132,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Characteristics_at_birth,,,,Size for gestational age,Size for gestational age,Horvath,132,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
General,,,,Maternal age at delivery,Maternal age at delivery,Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
General,,,,Maternal age at delivery,Maternal age at delivery,Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Obs_gynae,,,,Mode of delivery,Mode of delivery (Caesarean section),Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Obs_gynae,,,,Mode of delivery,Mode of delivery (Caesarean section),Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Multiple_groups,Psychosocial,Socioeconomic,Environment,Family size,Family size,Horvath,128,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Multiple_groups,Psychosocial,Socioeconomic,Environment,Family size,Family size,Horvath,128,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Multiple_groups,Psychosocial,Socioeconomic,Environment,Family size,Family size,Horvath,135,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Multiple_groups,Psychosocial,Socioeconomic,Environment,Family size,Family size,Horvath,135,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Education,Education (maternal),Horvath,138,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Education,Education (maternal),Horvath,138,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Education,Maternal education,Horvath,138,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Education,Maternal education,Horvath,138,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Emloyment,Employment (maternal),Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Emloyment,Employment (maternal),Horvath,139,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Emloyment,Maternal employment status,Horvath,138,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,Emloyment,Maternal employment status,Horvath,138,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,SES,Household income,Horvath,62,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Socioeconomic,,,,SES,Household income,Horvath,62,Saliva,European,Both,No,NINFEA,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/determination-of-saliva-epigenetic-age-in-infancy-and-its-association-with-parental-socioeconomic-characteristics-and-pregnancy-outcomes/A8466257D36B18CEBEF575BE5AE6502B
Multiple_groups,Renal,General,,Tissue source; kidney,Tissue source; kidney,5_CpG,54,Multiple_tissues,,Both,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8984253/
Multiple_groups,Renal,General,,Tissue source; kidney,Tissue source; kidney,5_CpG,54,Multiple_tissues,,Both,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8984253/
Neuro,,,,Spinocerebellar ataxia,Spinocerebellar ataxia,Horvath,40,Blood,Chinese Han,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0197458022000239
Neuro,,,,Spinocerebellar ataxia,Spinocerebellar ataxia,Horvath,40,Blood,Chinese Han,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0197458022000239
Neuro,,,,Spinocerebellar ataxia,Spinocerebellar ataxia,Horvath,8,Blood,Chinese Han,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0197458022000239
Neuro,,,,Spinocerebellar ataxia,Spinocerebellar ataxia,Horvath,8,Blood,Chinese Han,Both,No,Recruited,https://www.sciencedirect.com/science/article/pii/S0197458022000239
Multiple_groups,Cancer,Metabolic/endocrinological,,Cancer,Disease free survival (thyroid cancer),Horvath,487,Thyroid_carcinomas,na,Both,No,TCGA,https://www.mdpi.com/2072-6694/13/19/4827#app1-cancers-13-04827
Multiple_groups,Cancer,Metabolic/endocrinological,,Cancer,Overall survival (thyroid cancer patients),Horvath,487,Thyroid_carcinomas,na,Both,No,TCGA,https://www.mdpi.com/2072-6694/13/19/4827#app1-cancers-13-04827
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),PhenoAge,135,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Hannum,136,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Horvath,140,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Horvath,141,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Hannum,145,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),PhenoAge,147,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Horvath,148,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Horvath,149,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Hannum,151,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Hannum,152,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),PhenoAge,152,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),PhenoAge,154,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Horvath,156,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Horvath,158,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),PhenoAge,160,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Hannum,169,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),PhenoAge,173,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (pancreatic),Hannum,177,Blood,White (94.5%);others,Both,No,Multiple_cohorts,https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1861401
Multiple_groups,Immunology,Hepatology,Viral,HBV,HBV,Horvath,74,Blood,Case: Asian (95.8%);White (4.2%);Control: White (100%),Both,No,Clinical_trial,https://academic.oup.com/cid/article/73/1/e184/5904184
Multiple_groups,Immunology,Hepatology,Viral,HBV,HBV,Horvath,77,Blood,Case: Asian (92.6%);White (7.4%);Control: White (100%),Both,No,Clinical_trial,https://academic.oup.com/cid/article/73/1/e184/5904184
Multiple_groups,Immunology,Hepatology,Viral,HCV,HCV,Horvath,82,Blood,Case: Black/African American (90.6%);White (9.4%);Control: White (100%),Both,No,Clinical_trial,https://academic.oup.com/cid/article/73/1/e184/5904184
Multiple_groups,Immunology,Hepatology,Viral,HCV; HIV,HCV; HIV,Horvath,81,Blood,Case: Black/African American (90.3%);White (9.7%);Control: White (100%),Both,No,Clinical_trial,https://academic.oup.com/cid/article/73/1/e184/5904184
Multiple_groups,Immunology,Hepatology,Viral,HCV; liver fibrosis,HCV + Liver fibrosis,Horvath,32,Blood,Asian (94.1%);other,Both,No,Clinical_trial,https://academic.oup.com/cid/article/73/1/e184/5904184
Cardiovascular,,,,Cardiovascular disease,Hypertensive disease,Horvath,182,Saliva,African American,Female,No,InterGEN,https://bmcgenomdata.biomedcentral.com/articles/10.1186/s12863-021-00988-x
Obs_gynae,,,,Maternal pre-pregnancy risk factors,Preterm birth,Horvath,182,Saliva,African American,Female,No,InterGEN,https://bmcgenomdata.biomedcentral.com/articles/10.1186/s12863-021-00988-x
Smoking,,,,Smoking,Smoking,Horvath,182,Saliva,African American,Female,No,InterGEN,https://bmcgenomdata.biomedcentral.com/articles/10.1186/s12863-021-00988-x
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,171,Blood,White (45);Black (55),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,203,Blood,White (45);Black (55),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,221,Blood,White (61.9);Black (38.1),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,249,Blood,White (71.6);Black (28.4),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,258,Blood,White (71.6);Black (28.4),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,266,Blood,White (61.9);Black (38.1),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,318,Blood,White (45);Black (55),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,318,Blood,White (45);Black (55),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,345,Blood,White (71.6);Black (28.4),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,345,Blood,White (71.6);Black (28.4),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,394,Blood,White (61.9);Black (38.1),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Diabetes,GrimAge,394,Blood,White (61.9);Black (38.1),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Hyperglycemia,GrimAge,318,Blood,White (45);Black (55),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Hyperglycemia,GrimAge,318,Blood,White (45);Black (55),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Hyperglycemia,GrimAge,345,Blood,White (71.6);Black (28.4),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Hyperglycemia,GrimAge,345,Blood,White (71.6);Black (28.4),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Hyperglycemia,GrimAge,394,Blood,White (61.9);Black (38.1),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Metabolic/endocrinological,,,,Diabetes,Hyperglycemia,GrimAge,394,Blood,White (61.9);Black (38.1),Both,No,Coronary Artery Risk Development in Young Adults (CARDIA),https://diabetesjournals.org/diabetes/article/70/6/1404/137630/DNA-Methylation-GrimAge-and-Incident-Diabetes-The
Medication,,,,Prenatal stress intervention,Prenatal stress intervention,Garagnani,29,Blood,,Both,No,Clinical_trial,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease/article/dna-methylation-mediates-a-randomized-controlled-trial-homevisiting-intervention-during-pregnancy-and-the-bayley-infants-cognitive-scores-at-12-months-of-age/D8A72A2064E515D61D8C9323BAE8AE12
MH,,,,Psychosis,Psychosis,Horvath,192,Blood,Caucasian (predominantly),Both,Yes,Schizophrenia_cohort (Twins),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,192,Blood,Caucasian (predominantly),Both,Yes,Schizophrenia_cohort (Twins),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,Horvath,378,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (Sweden),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,378,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (Sweden),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,Horvath,675,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (UCL),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,675,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (UCL),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,Horvath,679,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (Dublin),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,679,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (Dublin),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,Horvath,800,Blood,,Both,No,Schizophrenia_cohort (IoPPN),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,800,Blood,,Both,No,Schizophrenia_cohort (IoPPN),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,Horvath,847,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (Aberdeen),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,847,Blood,Caucasian (predominantly),Both,No,Schizophrenia_cohort (Aberdeen),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,Horvath,912,Blood,,Both,No,Schizophrenia_cohort (EU-GEI),https://elifesciences.org/articles/58430
MH,,,,Psychosis,Psychosis,PhenoAge,912,Blood,,Both,No,Schizophrenia_cohort (EU-GEI),https://elifesciences.org/articles/58430
General,,,,Sex,Sex,Horvath,78,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
General,,,,Sex,Sex,Horvath,160,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
Respiratory,,,,COPD,COPD,Horvath,160,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
Respiratory,,,,Respiratory disease,Emphysema,Horvath,160,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
Smoking,,,,Smoking,Smoking,Horvath,160,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
Smoking,,,,Smoking,Smoking (time since quitting),Horvath,160,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
Smoking,,,,Smoking,Smoking (prenatal exposure),Horvath,78,Lung,African American;White;Other,Both,No,Lung tissue from three medical centres,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880367/
Congenital_conditions,,,,Congenital condition,Bohring-Opitz syndrome,Horvath,36,Blood,,Both,No,Recruited,https://www.nature.com/articles/s41431-022-01083-0
Congenital_conditions,,,,Congenital condition,Bohring-Opitz syndrome,Horvath,38,Blood,,Both,No,Recruited,https://www.nature.com/articles/s41431-022-01083-0
Congenital_conditions,,,,Congenital condition,Bohring-Opitz syndrome,Horvath,52,Blood,,Both,No,Recruited,https://www.nature.com/articles/s41431-022-01083-0
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (colorectal),epiTOC,360,Formalin-fixed paraffin-embedded (FFPE),,Both,No,Multiple_cohorts,https://www.mdpi.com/2072-6694/13/11/2589#app1-cancers-13-02589
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (colorectal),Horvath,360,Formalin-fixed paraffin-embedded (FFPE),,Both,No,Multiple_cohorts,https://www.mdpi.com/2072-6694/13/11/2589#app1-cancers-13-02589
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (colorectal),epiTOC2,360,Formalin-fixed paraffin-embedded (FFPE),,Both,No,Multiple_cohorts,https://www.mdpi.com/2072-6694/13/11/2589#app1-cancers-13-02589
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (colorectal),Hannum,360,Formalin-fixed paraffin-embedded (FFPE),,Both,No,Multiple_cohorts,https://www.mdpi.com/2072-6694/13/11/2589#app1-cancers-13-02589
Multiple_groups,Cancer,Gastrointestinal,,Cancer,Cancer (colorectal),PhenoAge,360,Formalin-fixed paraffin-embedded (FFPE),,Both,No,Multiple_cohorts,https://www.mdpi.com/2072-6694/13/11/2589#app1-cancers-13-02589
Congenital_conditions,,,,Congenital condition,Hutchinson–Gilford Progeria Syndrome,Horvath,20,Blood,,,No,Progeria Research foundation (PRF),https://onlinelibrary.wiley.com/doi/full/10.1111/acel.13555
Congenital_conditions,,,,Congenital condition,Hutchinson–Gilford Progeria Syndrome,Horvath,20,Blood,,,No,Progeria Research foundation (PRF),https://onlinelibrary.wiley.com/doi/full/10.1111/acel.13555
Congenital_conditions,,,,Congenital condition,Hutchinson–Gilford Progeria Syndrome,Horvath,20,Blood,,,No,Progeria Research foundation (PRF),https://onlinelibrary.wiley.com/doi/full/10.1111/acel.13555
Congenital_conditions,,,,Congenital condition,Hutchinson–Gilford Progeria Syndrome,SkinBlood,20,Blood,,,No,Progeria Research foundation (PRF),https://onlinelibrary.wiley.com/doi/full/10.1111/acel.13555
Congenital_conditions,,,,Congenital condition,Progeroid laminopathy,Horvath,19,Blood,,,No,Progeria Research foundation (PRF),https://onlinelibrary.wiley.com/doi/full/10.1111/acel.13555
Congenital_conditions,,,,Congenital condition,Progeroid laminopathy,Horvath,19,Blood,,,No,Progeria Research foundation (PRF),https://onlinelibrary.wiley.com/doi/full/10.1111/acel.13555
