ID,Factor,Factor group,Factor category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Topic,Clock,N total,Tissue,Race_Ethnicity,Sex,Twin_study,Cohort,Link
PUB059,Maternal arm fat area,Arm fat area,BodyComposition,,,,Physical health,DunedinPACE,895,Blood,,Male,No,Cebu Longitudinal Health and Nutrition Survey (CLHNS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2070105
PUB059,Maternal arm fat area,Arm fat area,BodyComposition,,,,Physical health,PhenoAge,895,Blood,,Male,No,Cebu Longitudinal Health and Nutrition Survey (CLHNS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2070105
PUB059,Maternal arm fat area,Arm fat area,BodyComposition,,,,Physical health,Horvath,895,Blood,,Male,No,Cebu Longitudinal Health and Nutrition Survey (CLHNS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2070105
PUB059,Maternal arm fat area,Arm fat area,BodyComposition,,,,Physical health,Hannum,895,Blood,,Male,No,Cebu Longitudinal Health and Nutrition Survey (CLHNS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2070105
PUB059,Maternal arm fat area,Arm fat area,BodyComposition,,,,Physical health,GrimAge,895,Blood,,Male,No,Cebu Longitudinal Health and Nutrition Survey (CLHNS),https://www.tandfonline.com/doi/full/10.1080/15592294.2022.2070105
PUB060,Birth weight,Birth weight,Neonatal/paeds,,,,Physical health,PhenoAge,1395,Blood,,Both,No,Generation Scotland (GS),https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1827713
PUB060,Birth weight,Birth weight,Neonatal/paeds,,,,Physical health,Hannum,1395,Blood,,Both,No,Generation Scotland (GS),https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1827713
PUB060,Birth weight,Birth weight,Neonatal/paeds,,,,Physical health,Horvath,1395,Blood,,Both,No,Generation Scotland (GS),https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1827713
PUB060,Birth weight,Birth weight,Neonatal/paeds,,,,Physical health,GrimAge,1395,Blood,,Both,No,Generation Scotland (GS),https://www.tandfonline.com/doi/full/10.1080/15592294.2020.1827713
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Hannum,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,PhenoAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,Hannum,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,PhenoAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,Hannum,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,Hannum,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,Hannum,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,PhenoAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,GrimAge,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Knee extension,Frailty,Physical_abilities/activity,,,,Physical health,Horvath,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Six-minute walk,Frailty,Physical_abilities/activity,,,,Physical health,PhenoAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Grip strengh,Frailty,Physical_abilities/activity,,,,Physical health,PhenoAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,Hannum,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,GrimAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,Horvath,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,Horvath,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,GrimAge,47,Muscle,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Vertical jumping,Physical ability,Physical_abilities/activity,,,,Physical health,PhenoAge,47,Blood,,Female,No,Estrogenic Regulation of Muscle Apoptosis study (ERMA),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,PhenoAge,60,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",60,Muscle,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,GrimAge,60,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,GrimAge,60,Muscle,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,Hannum,60,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,Horvath,60,Muscle,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Maximal oxygen uptake,Maximal oxygen uptake,Physical_abilities/activity,,,,Physical health,Horvath,60,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,136,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",136,Muscle,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,PhenoAge,136,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Hannum,136,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,136,Blood,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,136,Muscle,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,136,Muscle,,Both,Yes,Finnish Twin Cohort (FTC),https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,183,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,"MEAT (Voisin et al., 2020)",183,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,GrimAge,183,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,PhenoAge,183,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,183,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,Hannum,183,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Physical activity (moderate-to-vigorous),Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,183,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,Horvath,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,GrimAge,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,"MEAT (Voisin et al., 2020)",186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,Hannum,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,Horvath,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,GrimAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,BMI,BMI,BodyComposition,,,,Physical health,PhenoAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,Horvath,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,Horvath,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,Horvath,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,Hannum,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,GrimAge,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,GrimAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,GrimAge,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,Horvath,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,"MEAT (Voisin et al., 2020)",186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,Hannum,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,GrimAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,"MEAT (Voisin et al., 2020)",186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Fat mass,Body fat,BodyComposition,,,,Physical health,PhenoAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Body fat percentage,Body fat,BodyComposition,,,,Physical health,PhenoAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,PhenoAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,"MEAT (Voisin et al., 2020)",186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,GrimAge,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,Hannum,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,GrimAge,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,Horvath,186,Muscle,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB061,Lean body mass,Lean body mass,BodyComposition,,,,Physical health,Horvath,186,Blood,,Both,Yes,Multiple_cohorts,https://clinicalepigeneticsjournal.biomedcentral.com/articles/10.1186/s13148-021-01094-6
PUB063,Obsessive compulsive disorder,Obsessive compulsive disorder,MH,,,,Mental health,Horvath,16,Brain,,Both,No,GEO_dataset,https://bmcgenomdata.biomedcentral.com/articles/10.1186/s12863-021-00993-0
PUB064,BMI (overweight) + night shift duration,BMI; night shift,Multiple_groups,Sleep_hygiene,BodyComposition,,Other,5_CpG,80,Blood,,Female,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535512/
PUB064,Work related stress; Night shift duration,Work related stress; Night shift duration,Multiple_groups,Socioeconomic,Psychosocial,Sleep_hygiene,Other,5_CpG,80,Blood,,Female,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535512/
PUB064,BMI (overweight),BMI,BodyComposition,,,,Physical health,5_CpG,93,Blood,,Female,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535512/
PUB064,Work (effort reward imbalance),Employment,Multiple_groups,Socioeconomic,Psychosocial,,Other,5_CpG,93,Blood,,Female,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535512/
PUB064,Smoking,Smoking,Smoking,,,,Lifestyle,5_CpG,94,Blood,,Female,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535512/
PUB064,Night shift work,Night shift work,Sleep_hygiene,,,,Lifestyle,5_CpG,97,Blood,,Female,No,Recruited,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8535512/
PUB065,Framingham risk score (FRS),Cardiovascular disease,Cardiovascular,,,,Physical health,Horvath,1232,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Life's simple 7 score,Cardiovascular disease,Cardiovascular,,,,Physical health,Horvath,1243,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Diet,Diet,Diet,,,,Lifestyle,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Smoking,Smoking,Smoking,,,,Lifestyle,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,BMI,BMI,BodyComposition,,,,Physical health,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Blood pressure,Blood pressure,Cardiovascular,,,,Physical health,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,HbA1C,Diabetes,Metabolic/endocrinological,,,,Physical health,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Total cholesterol,Total cholesterol,Multiple_groups,Cardiovascular,Metabolic/endocrinological,,Physical health,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Physical activity,Physical activity,Physical_abilities/activity,,,,Physical health,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Sex,Sex,General,,,,Other,Horvath,1396,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
PUB065,Smoking,Smoking,Smoking,,,,Lifestyle,Horvath,1419,Blood,,Both,No,Berlin Aging Study II (BASE-II),https://www.sciencedirect.com/science/article/pii/S0047637421001895
